season,sleeper_id,player_name,position,team,total_pts,pos_rank
2024,3230,Vonn Bell,DB,,60.8,122
2024,7849,Charles Snowden,LB,DAL,60.75,104
2024,8334,Malcolm Rodriguez,LB,DET,60.5,105
2024,871,Von Miller,LB,,60.0,106
2024,3369,Elandon Roberts,LB,,60.0,106
2024,2343,Preston Smith,LB,,59.75,108
2024,10894,DJ Turner,DB,CIN,59.5,123
2024,10871,Luke Schoonmaker,TE,DAL,59.4,43
2024,7694,Tommy Tremble,TE,CAR,59.1,44
2024,11949,Brayden Narveson,K,,59.0,33
2024,6968,Jordan Fuller,DB,,59.0,124
2024,5158,Dennis Gardeck,LB,JAX,58.75,109
2024,3164,Ezekiel Elliott,RB,,58.2,63
2024,4950,Christian Kirk,WR,SF,58.2,99
2024,8205,Isiah Pacheco,RB,DET,58.0,64
2024,6855,Ashtyn Davis,DB,SF,57.15,125
2024,6268,Matthew Wright,K,,57.0,34
2024,3225,Tyler Boyd,WR,,56.8,100
2024,2501,Quandre Diggs,DB,,56.0,126
2024,11728,Jaden Hicks,DB,KC,55.95,127
2024,7023,Willie Gay,LB,MIA,55.1,110
2024,11352,Ronnie Hickman,DB,CLE,55.0,128
2024,7587,Dyami Brown,WR,WAS,54.5,101
2024,2197,Brandin Cooks,WR,,54.3,102
2024,11042,Carrington Valentine,DB,GB,54.27,129
2024,829,Andy Dalton,QB,PHI,54.15,40
2024,5928,David Long,LB,,54.0,111
2024,8400,Travis Jones,DL,BAL,53.5,25
2024,6867,Malik Harrison,LB,PIT,53.5,112
2024,11579,Audric Estime,RB,NO,53.3,65
2024,11199,Emari Demercado,RB,KC,53.06,66
2024,11744,Dadrion Taylor-Demerson,DB,ARI,53.0,130
2024,6803,Brandon Aiyuk,WR,SF,52.9,103
2024,11571,Isaiah Davis,RB,NYJ,52.78,67
2024,11589,Trey Benson,RB,ARI,52.7,68
2024,6353,Troy Reeder,LB,,52.5,113
2024,7593,Trey Sermon,RB,,52.22,69
2024,10877,Mazi Smith,DL,NYJ,52.0,26
2024,503,Graham Gano,K,,52.0,35
2024,11777,Jaylon Carlies,DB,IND,51.5,131
2024,4056,Jabrill Peppers,DB,,51.5,131
2024,10231,Elijah Higgins,TE,ARI,51.2,45
2024,4718,Dare Ogunbowale,RB,,51.08,70
2024,8207,Tyler Goodson,RB,ATL,50.98,71
2024,11627,Troy Franklin,WR,DEN,50.5,104
2024,8373,Jaylen Watson,DB,LAR,50.3,133
2024,8299,Baylon Spector,LB,,50.25,114
2024,5938,Lil'Jordan Humphrey,WR,DEN,50.2,105
2024,5374,Justin Watson,WR,HOU,50.2,105
2024,10938,D.J. Johnson,LB,WAS,49.75,115
2024,6853,Van Jefferson,WR,WAS,49.7,107
2024,7625,Joe Tryon-Shoyinka,LB,,49.5,116
2024,11017,Dee Winters,LB,DAL,49.5,116
2024,8161,Malik Willis,QB,MIA,49.5,41
2024,4040,JuJu Smith-Schuster,WR,NYG,49.3,108
2024,4091,Marcus Williams,DB,,49.0,134
2024,4075,Charles Harris,LB,,49.0,118
2024,3258,Nick Vannett,TE,SEA,48.8,46
2024,4082,Curtis Samuel,WR,,48.6,109
2024,11771,Chau Smith-Wade,DB,CAR,48.58,135
2024,7268,Krys Barnes,LB,,48.5,119
2024,11688,Kris Jenkins,DL,CIN,48.5,27
2024,5075,Ogbo Okoronkwo,LB,,48.5,119
2024,4454,Kendrick Bourne,WR,ARI,48.2,110
2024,4149,Jamaal Williams,RB,,48.02,72
2024,4090,Raekwon McMillan,LB,,48.0,121
2024,6612,Luke Gifford,LB,SF,48.0,121
2024,8680,Jack Gibbens,LB,ARI,47.75,123
2024,6960,Tyler Johnson,WR,DAL,47.5,111
2024,4093,Marcus Maye,DB,,47.5,136
2024,7989,DJ Turner,WR,,47.32,112
2024,4068,Mike Williams,WR,,47.2,113
2024,7083,Tyler Huntley,QB,BAL,47.15,42
2024,9479,Darnell Washington,TE,PIT,47.1,47
2024,8358,Josh Paschal,DL,,47.0,28
2024,8255,Raheem Blackshear,RB,,46.94,73
2024,4078,Adoree' Jackson,DB,,46.5,137
2024,11827,Jonah Laulu,DL,LV,46.5,29
2024,11682,Cole Bishop,DB,BUF,46.5,137
2024,4314,Johnny Mundt,TE,PHI,46.3,48
2024,2307,Marcus Mariota,QB,WAS,46.2,43
2024,8258,Cade York,K,NYJ,46.0,36
2024,8670,Parker Romo,K,,46.0,36
2024,4188,Damontae Kazee,DB,,45.62,139
2024,6869,Adam Trautman,TE,DEN,45.5,49
2024,11769,Caelen Carson,DB,DAL,45.5,140
2024,8363,Jack Sanborn,LB,CHI,45.25,124
2024,8509,Elijah Hicks,DB,CHI,45.2,141
2024,6943,Gabe Davis,WR,,44.9,114
2024,11667,Dallas Turner,LB,MIN,44.6,125
2024,8394,Percy Butler,DB,WAS,44.5,142
2024,8147,John Metchie,WR,CAR,44.0,115
2024,10963,Jakorian Bennett,DB,PHI,44.0,143
2024,4034,Christian McCaffrey,RB,SF,43.8,74
2024,11559,Michael Penix,QB,ATL,43.75,44
2024,11433,Nate Adkins,TE,DEN,43.6,50
2024,11193,Brenton Cox,LB,GB,43.5,126
2024,7750,Grant Stuard,LB,LAR,43.5,126
2024,1535,Cordarrelle Patterson,RB,,43.1,75
2024,8274,LaBryan Ray,DL,CAR,43.0,30
2024,11348,Trevor Nowaske,LB,DET,42.7,128
2024,11586,Blake Corum,RB,LAR,42.54,76
2024,8869,J.J. Russell,LB,,42.5,129
2024,8262,DJ Davidson,DL,WAS,42.5,31
2024,8286,Dax Hill,DB,CIN,42.5,144
2024,4017,Deshaun Watson,QB,CLE,42.5,45
2024,2617,Alex Singleton,LB,DEN,42.02,130
2024,6001,Drew Sample,TE,CIN,41.6,51
2024,6921,Josh Uche,LB,MIA,41.5,131
2024,8269,Jordan Davis,DL,PHI,41.5,32
2024,5409,Tanner Hudson,TE,CIN,41.2,52
2024,2325,Nelson Agholor,WR,,41.2,116
2024,11562,Spencer Rattler,QB,NO,41.15,46
2024,11306,Xavier Gipson,WR,NYG,41.1,117
2024,4111,D'Onta Foreman,RB,,40.74,77
2024,11625,Adonai Mitchell,WR,NYJ,40.6,118
2024,2330,Shaq Thompson,LB,,40.5,132
2024,5021,Lorenzo Carter,LB,,40.5,132
2024,8532,Mike Brown,DB,NE,40.5,145
2024,8322,Jesse Luketa,LB,NE,40.5,132
2024,12115,Dell Pettus,DB,NE,40.3,146
2024,6963,Patrick Taylor,RB,SF,40.06,78
2024,1266,Greg Zuerlein,K,,40.0,38
2024,7811,Talanoa Hufanga,DB,DEN,40.0,147
2024,5917,Mecole Hardman,WR,BUF,39.9,119
2024,12031,Leonard Taylor,DL,NE,39.75,33
2024,8116,Pierre Strong,RB,GB,39.6,79
2024,5031,Oren Burks,LB,CIN,39.5,135
2024,12269,Brandon Codrington,DB,HOU,39.26,148
2024,11370,Chris Brooks,RB,GB,39.2,80
2024,7595,Tylan Wallace,WR,CLE,38.88,120
2024,8583,Stone Smartt,TE,PHI,38.7,53
2024,5113,Cedrick Wilson,WR,DET,38.65,121
2024,9482,Michael Mayer,TE,LV,38.5,54
2024,6931,DeeJay Dallas,RB,JAX,38.46,81
2024,7602,Kylen Granson,TE,TEN,38.3,55
2024,4233,Zane Gonzalez,K,MIA,38.0,39
2024,1352,Robert Woods,WR,,37.82,122
2024,11592,Erick All,TE,CIN,37.8,56
2024,8230,Ty Chandler,RB,NO,37.6,82
2024,4158,Eddie Jackson,DB,,37.5,149
2024,11650,Luke McCaffrey,WR,WAS,37.46,123
2024,5773,KhaDarel Hodge,WR,,37.4,124
2024,9757,Kendre Miller,RB,NO,37.04,83
2024,7681,Baron Browning,LB,ARI,37.0,136
2024,11679,Chris Braswell,LB,TB,36.75,137
2024,8296,Kaiir Elam,DB,KC,36.5,150
2024,11923,Evan Anderson,DL,SF,36.5,34
2024,11599,Cade Stover,TE,HOU,36.3,57
2024,7891,Brock Wright,TE,DET,36.2,58
2024,4054,Mo Alie-Cox,TE,IND,36.0,59
2024,8481,Ja'Sir Taylor,DB,CIN,36.0,151
2024,8123,Hassan Haskins,RB,,35.8,84
2024,8249,Lucas Krull,TE,DEN,35.8,60
2024,8331,Otito Ogbonnia,DL,DAL,35.5,35
2024,11760,Austin Booker,DL,CHI,35.25,36
2024,6847,Devin Duvernay,WR,ARI,35.22,125
2024,8542,Tristin McCollum,DB,LV,35.0,152
2024,10227,Payne Durham,TE,TB,34.9,61
2024,10223,Eric Gray,RB,NYG,34.86,85
2024,10972,Terell Smith,DB,CHI,34.58,153
2024,6296,Quinton Bell,LB,,34.5,138
2024,10219,Chris Rodriguez,RB,JAX,34.4,86
2024,6996,JaMycal Hasty,RB,,34.32,87
2024,2750,DeAndre Carter,WR,,34.28,126
2024,11668,Byron Murphy,DL,SEA,34.25,37
2024,11861,Jacoby Windmon,LB,PIT,34.25,139
2024,7608,Khalil Herbert,RB,,34.06,88
2024,11647,Kimani Vidal,RB,LAC,34.0,89
2024,17,Matt Prater,K,,34.0,40
2024,9492,Trey Palmer,WR,NO,34.0,127
2024,3363,Kamu Grugier-Hill,LB,,33.62,140
2024,4179,Joshua Dobbs,QB,,33.35,47
2024,8254,Julius Chestnut,RB,TEN,33.28,90
2024,11643,Jaylen Wright,RB,MIA,32.86,91
2024,7607,Michael Carter,RB,TEN,32.7,92
2024,4171,Josh Reynolds,WR,,32.6,128
2024,4992,Dante Pettis,WR,,32.24,129
2024,8139,Zamir White,RB,,32.2,93
2024,11701,Junior Colson,LB,LAC,32.0,141
2024,10988,Cameron Mitchell,DB,IND,32.0,154
2024,6694,D'Ernest Johnson,RB,,31.9,94
2024,8295,Zach Carter,DL,ARI,31.75,38
2024,11421,Ryan Miller,WR,NYG,31.1,130
2024,7776,Israel Mukuamu,DB,,31.0,155
2024,6301,Nick Scott,DB,CAR,31.0,155
2024,1686,Tony Jefferson,DB,LAC,31.0,155
2024,7922,Riley Patterson,K,MIA,31.0,41
2024,11582,Carson Steele,RB,PHI,30.82,95
2024,8309,Damone Clark,LB,DET,30.75,142
2024,8119,Jahan Dotson,WR,ATL,30.6,131
2024,11872,Thomas Harper,DB,DET,30.6,158
2024,11770,JD Bertrand,LB,ATL,30.5,143
2024,8004,Devon Key,DB,DEN,30.5,159
2024,11034,Jalen Brooks,WR,ARI,30.5,132
2024,7559,Ihmir Smith-Marsette,WR,ARI,30.36,133
2024,10980,SirVocea Dennis,LB,TB,30.0,144
2024,8127,Charlie Kolar,TE,LAC,30.0,62
2024,10216,Kenny McIntosh,RB,SEA,29.82,96
2024,8145,Jeremy Ruckert,TE,NYJ,29.7,63
2024,8225,Daniel Bellinger,TE,TEN,29.6,64
2024,8635,Chandler Wooten,LB,,29.5,145
2024,8278,Christian Harris,LB,ATL,29.0,146
2024,10969,Owen Pappoe,LB,ARI,29.0,146
2024,6851,Julian Okwara,LB,CLE,29.0,146
2024,5753,Chris Board,LB,,28.5,149
2024,4063,Haason Reddick,LB,,28.5,149
2024,11640,Jermaine Burton,WR,,28.42,134
2024,8397,Juanyeh Thomas,DB,IND,28.28,160
2024,11429,Kaevon Merriweather,DB,HOU,28.02,161
2024,4189,Eric Saubert,TE,SEA,27.6,65
2024,9230,Tanner McKee,QB,PHI,27.55,48
2024,8220,Sincere McCormick,RB,SF,27.5,97
2024,6781,Isaiah Simmons,DB,CAR,27.5,162
2024,10875,Myles Murphy,DL,CIN,27.5,39
2024,8489,Drew Ogletree,TE,IND,27.5,66
2024,6284,Marcus Epps,DB,PHI,27.5,162
2024,3271,Tyler Higbee,TE,LAR,27.3,67
2024,12083,Winston Reid,LB,CLE,27.25,151
2024,5061,Uchenna Nwosu,LB,SEA,27.0,152
2024,5860,Johnathan Abram,DB,,26.75,164
2024,8380,Thomas Booker,DL,LV,26.5,40
2024,11210,Malik Heath,WR,ATL,26.2,135
2024,6814,Laviska Shenault,WR,,26.16,136
2024,8349,Jake Hansen,LB,HOU,26.0,153
2024,8371,Chad Muma,LB,NE,26.0,153
2024,12185,Spencer Shrader,K,IND,26.0,42
2024,6427,Ashton Dulin,WR,IND,25.92,137
2024,11619,Ja'Lynn Polk,WR,NO,25.6,138
2024,8287,David Ojabo,DL,MIA,25.5,41
2024,7713,Jaelon Darden,WR,,25.2,139
2024,2410,Jamison Crowder,WR,,24.54,140
2024,6119,Devin White,LB,,24.5,155
2024,10924,Zacch Pickens,DL,NYG,24.5,42
2024,7634,Jamin Davis,LB,PIT,24.0,156
2024,8372,DeAngelo Malone,DL,ATL,24.0,43
2024,5576,Ben Niemann,LB,,24.0,156
2024,7673,Chazz Surratt,LB,SEA,24.0,156
2024,6659,Craig Reynolds,RB,,23.82,98
2024,11371,Julian Hill,TE,NE,23.8,68
2024,7809,Avery Williams,RB,,23.72,99
2024,10225,Jonathan Mingo,WR,DAL,23.7,141
2024,8496,Theo Jackson,DB,MIN,23.57,165
2024,11003,Amari Burney,LB,,23.5,159
2024,11014,Kei'Trel Clark,DB,ARI,23.5,166
2024,3257,Jacoby Brissett,QB,ARI,23.3,49
2024,11577,Will Shipley,RB,PHI,23.22,100
2024,8204,Bo Melton,WR,GB,23.1,142
2024,11027,Alex Austin,DB,MIA,23.0,167
2024,6928,Kindle Vildor,DB,NE,23.0,167
2024,11557,Joe Milton,QB,DAL,22.75,50
2024,8160,Kenny Pickett,QB,CAR,22.55,51
2024,7842,Luke Farrell,TE,SF,22.5,69
2024,11847,James Williams,DB,TEN,22.5,169
2024,6294,Ty Summers,LB,,22.5,160
2024,5445,George Odum,DB,,22.5,169
2024,11694,Marshawn Kneeland,DL,,22.5,44
2024,6610,Demetrius Flannigan-Fowles,LB,BUF,22.0,161
2024,8200,Kevin Austin,WR,NO,22.0,143
2024,11713,McKinnley Jackson,DL,CIN,22.0,45
2024,10867,Jake Bobo,WR,SEA,21.9,144
2024,11808,Jha'Quan Jackson,WR,HOU,21.88,145
2024,11752,Jeremiah Trotter,LB,PHI,21.75,162
2024,11378,Jordan Mims,RB,,21.66,101
2024,9495,Rakim Jarrett,WR,,21.64,146
2024,11320,Nikko Remigio,WR,KC,21.56,147
2024,1875,C.J. Mosley,LB,,21.5,163
2024,11305,Claudin Cherelus,LB,CAR,21.5,163
2024,8370,Jordan Jackson,DL,DEN,21.5,46
2024,4191,Matt Milano,LB,,21.5,163
2024,11616,Jacob Cowing,WR,SF,21.48,148
2024,11748,Bub Means,WR,NO,21.4,149
2024,1837,Jimmy Garoppolo,QB,,21.1,52
2024,6416,Andrew Wingard,DB,ARI,21.0,171
2024,10900,Cam Smith,DB,,21.0,171
2024,11108,Anfernee Orji,LB,,21.0,166
2024,6850,Harrison Bryant,TE,,20.7,70
2024,827,Tyrod Taylor,QB,GB,20.55,53
2024,7451,Cam Gill,LB,CAR,20.5,167
2024,7662,Richie Grant,DB,,20.5,173
2024,8854,Tomon Fox,LB,LAR,20.5,167
2024,12397,Joe Andreessen,LB,BUF,20.5,167
2024,8181,Connor Heyward,TE,LV,20.4,71
2024,8306,John Ridgeway,DL,NO,20.0,47
2024,11593,Brevyn Spann-Ford,TE,DAL,19.9,72
2024,11339,Brandon Joseph,DB,,19.5,174
2024,10992,Yasir Abdullah,LB,JAX,19.5,170
2024,8300,Andrew Booth,DB,,19.5,174
2024,7788,Victor Dimukeje,LB,,19.5,170
2024,8273,Phidarian Mathis,DL,BUF,19.5,48
2024,11816,Javontae Jean-Baptiste,DL,WAS,19.5,48
2024,7535,Hunter Long,TE,JAX,19.3,73
2024,10218,Xavier Hutchinson,WR,HOU,19.28,150
2024,8318,Jayden Peevy,DL,,19.25,50
2024,8383,Cameron Thomas,DL,ATL,19.0,51
2024,8726,Brenden Schooler,DB,NE,19.0,176
2024,3976,Mitchell Trubisky,QB,TEN,18.85,54
2024,4163,Jalen Reeves-Maybin,LB,,18.7,172
2024,11454,Otis Reese,LB,NE,18.55,173
2024,8375,Kalia Davis,DL,CLE,18.05,52
2024,6222,Ka'dar Hollman,DB,,18.0,177
2024,11168,Xavier Smith,WR,LAR,17.56,151
2024,8195,Ronnie Rivers,RB,LAR,17.5,102
2024,5154,Trent Sherfield,WR,BUF,17.5,152
2024,11765,Kris Abrams-Draine,DB,DEN,17.43,178
2024,5318,Ja'Whaun Bentley,LB,,17.25,174
2024,6476,D'Angelo Ross,DB,CLE,17.0,179
2024,8376,Alex Wright,DL,CLE,17.0,53
2024,11201,Blake Whiteheart,TE,CLE,17.0,74
2024,7757,Ben Skowronek,WR,PIT,16.9,153
2024,10228,Charlie Jones,WR,CIN,16.86,154
2024,10958,Dylan Horton,DL,HOU,16.5,54
2024,10962,Kelee Ringo,DB,PHI,16.5,180
2024,5695,Brandon Powell,WR,,16.46,155
2024,11959,Bryce Oliver,WR,TEN,16.42,156
2024,11895,Mason Tipton,WR,NO,16.34,157
2024,7597,Kenny Yeboah,TE,ARI,16.2,75
2024,7844,Sam Kamara,LB,CLE,16.0,175
2024,5959,Mike Edwards,DB,,16.0,181
2024,7635,Jaelan Phillips,LB,CAR,16.0,175
2024,8000,Zayne Anderson,DB,MIA,15.95,182
2024,2446,MyCole Pruitt,TE,,15.9,76
2024,11035,Jordon Riley,DL,GB,15.5,55
2024,4973,Hayden Hurst,TE,,15.5,77
2024,8328,Nephi Sewell,LB,CHI,15.5,177
2024,7075,Charlie Woerner,TE,ATL,15.4,78
2024,11820,Devin Culp,TE,TB,15.3,79
2024,7720,Kene Nwangwu,RB,NYJ,15.28,103
2024,7536,Quintin Morris,TE,JAX,15.1,80
2024,7716,John Bates,TE,WAS,15.1,80
2024,8839,Luke Masterson,LB,,15.0,178
2024,7726,Derrick Barnes,LB,DET,15.0,178
2024,11315,Cam Jones,LB,NYG,15.0,178
2024,6211,Sione Takitaki,LB,,15.0,178
2024,3254,Nick Vigil,LB,,15.0,178
2024,10957,Adetomiwa Adebawore,DL,IND,15.0,56
2024,11658,Darius Robinson,DL,ARI,15.0,56
2024,11377,Tyrell Shavers,WR,BUF,14.8,158
2024,8569,Arron Mosby,LB,GB,14.75,183
2024,11762,Anthony Gould,WR,IND,14.74,159
2024,5055,M.J. Stewart,DB,HOU,14.5,183
2024,7066,K.J. Osborn,WR,TEN,14.5,160
2024,8494,James Houston,LB,DAL,14.5,184
2024,11336,Eku Leota,LB,ARI,14.5,184
2024,11615,Ainias Smith,WR,CAR,14.38,161
2024,4443,Pharaoh Brown,TE,,14.2,82
2024,2429,Kwon Alexander,LB,,14.0,186
2024,11742,Cedric Gray,LB,TEN,14.0,186
2024,6947,K'Von Wallace,DB,BAL,14.0,184
2024,4133,John Johnson,DB,,14.0,184
2024,9511,Keaton Mitchell,RB,LAC,13.94,104
2024,6984,Tony Jones,RB,,13.9,105
2024,5008,Durham Smythe,TE,BAL,13.9,83
2024,11596,Ben Sinnott,TE,WAS,13.8,84
2024,5161,Ezekiel Turner,LB,,13.75,188
2024,11783,Ryan Flournoy,WR,DAL,13.7,162
2024,10919,Sydney Brown,DB,ATL,13.53,186
2024,11963,Chris Collier,RB,LV,13.14,106
2024,4080,Zay Jones,WR,,13.1,163
2024,8733,Jake Hummel,LB,HOU,13.0,189
2024,7812,Simi Fehoko,WR,ARI,13.0,164
2024,12057,Maema Njongmeta,LB,CAR,13.0,189
2024,8250,Tay Martin,WR,DET,12.8,165
2024,5848,Marquise Brown,WR,PHI,12.7,166
2024,12132,Josh Wallace,DB,LAR,12.5,187
2024,3048,Chris Manhertz,TE,NYG,12.2,85
2024,6798,Jalen Reagor,WR,MIA,12.18,167
2024,11729,Sione Vaki,RB,DET,12.1,107
2024,7012,Mykal Walker,LB,NYJ,12.0,191
2024,11297,Dyontae Johnson,LB,,12.0,191
2024,12238,Eric Watts,DL,NYJ,12.0,58
2024,7807,Nick Niemann,LB,GB,12.0,191
2024,11608,Isaiah Williams,WR,NYJ,11.88,168
2024,11636,Johnny Wilson,WR,PHI,11.8,169
2024,10214,Davis Allen,TE,LAR,11.8,86
2024,9481,Luke Musgrave,TE,GB,11.8,86
2024,8347,Eyioma Uwazurike,DL,DEN,11.75,59
2024,9505,Deuce Vaughn,RB,,11.7,108
2024,5534,Elijah Campbell,DB,NYG,11.5,188
2024,4084,Tyus Bowser,LB,,11.5,194
2024,10929,Drew Sanders,LB,DEN,11.5,194
2024,10966,Robert Beal,LB,MIA,11.5,194
2024,8519,Deane Leonard,DB,LAC,11.5,188
2024,2381,Chris Conley,WR,,11.5,170
2024,7612,Dee Eskridge,WR,,11.44,171
2024,5880,Parris Campbell,WR,,11.4,172
2024,4089,Gerald Everett,TE,,11.3,88
2024,6946,Myles Bryant,DB,CLE,11.0,190
2024,8691,Vi Jones,LB,,11.0,197
2024,3192,Artie Burns,DB,,11.0,190
2024,9497,Jalin Hyatt,WR,NYG,10.9,173
2024,7610,Trey Lance,QB,LAC,10.8,55
2024,8159,Desmond Ridder,QB,,10.8,55
2024,6402,Steven Sims,WR,,10.78,174
2024,4951,DJ Chark,WR,,10.7,175
2024,8885,Tucker Fisk,TE,,10.7,89
2024,8253,Deven Thompkins,WR,,10.62,176
2024,8197,Peyton Hendershot,TE,,10.6,90
2024,8391,Dominique Robinson,DL,HOU,10.5,60
2024,8327,Amare Barno,DL,,10.5,60
2024,8276,Jalyn Armour-Davis,DB,,10.5,192
2024,6957,James Proche,WR,,10.44,177
2024,5284,Jeff Wilson,RB,,10.4,109
2024,5257,Tim Boyle,QB,,10.4,57
2024,11897,Jermaine Jackson,WR,,10.2,178
2024,7827,Darrick Forrest,DB,SF,10.0,193
2024,1079,Tashaun Gipson,DB,,10.0,193
2024,8202,Michael Woods,WR,DEN,9.8,179
2024,8208,Tyler Badie,RB,DEN,9.7,110
2024,11716,Tip Reiman,TE,ARI,9.6,91
2024,8414,Britain Covey,WR,PHI,9.54,180
2024,12050,Dee Williams,DB,,9.52,195
2024,6820,Clyde Edwards-Helaire,RB,,9.5,111
2024,11809,Marcellas Dial,DB,NE,9.5,196
2024,5519,Tavierre Thomas,DB,MIN,9.4,197
2024,4854,River Cracraft,WR,,9.4,181
2024,9490,Tyler Scott,WR,LAR,9.18,182
2024,2078,Odell Beckham,WR,NYG,9.1,183
2024,11757,Edefuan Ulofoshio,LB,CLE,9.0,198
2024,7197,Kristian Welch,LB,GB,9.0,198
2024,7936,Amen Ogbongbemiga,LB,,9.0,198
2024,6140,Kendall Sheffield,DB,,9.0,198
2024,8620,Segun Olubi,LB,LV,8.95,201
2024,6290,Scotty Miller,WR,CHI,8.9,184
2024,5121,Braxton Berrios,WR,NYG,8.66,185
2024,7438,Kristian Wilkerson,WR,,8.6,186
2024,11629,Devontez Walker,WR,BAL,8.5,187
2024,8517,Rodney Thomas,LB,SEA,8.5,202
2024,11844,Myles Cole,LB,NO,8.5,202
2024,8332,Matthew Butler,DL,MIA,8.5,62
2024,5830,Sam Eguavoen,LB,,8.5,202
2024,11251,Shaka Heyward,LB,CIN,8.5,202
2024,11570,Rasheen Ali,RB,BAL,8.38,112
2024,11082,Ben Sims,TE,MIA,8.3,92
2024,11292,Tommy DeVito,QB,NE,8.25,58
2024,5691,Mike Ford,DB,ATL,8.0,199
2024,8344,Jonathan Ford,DL,GB,8.0,63
2024,6012,Travis Homer,RB,PIT,7.86,113
2024,12062,Cam Grandy,TE,CIN,7.8,93
2024,8135,Treylon Burks,WR,WAS,7.64,188
2024,11304,E.J. Jenkins,TE,PHI,7.6,94
2024,5452,J.T. Gray,DB,PHI,7.5,200
2024,11441,Thomas Incoom,LB,CAR,7.5,206
2024,11790,Nathaniel Watson,LB,CLE,7.5,206
2024,8525,Mark Robinson,LB,,7.5,206
2024,6056,Dre Greenlaw,LB,SF,7.5,206
2024,6234,Deonte Harty,WR,,7.32,189
2024,8172,Greg Dulcich,TE,MIA,7.3,95
2024,7039,Cody White,WR,SEA,7.2,190
2024,6588,Tom Kennedy,WR,DET,7.04,191
2024,8013,Tim Jones,WR,JAX,7.02,192
2024,11689,Ennis Rakestraw,DB,DET,7.0,201
2024,10220,Will Mallory,TE,IND,7.0,96
2024,11121,AJ Finley,DB,SEA,7.0,201
2024,7585,Davis Mills,QB,HOU,6.8,59
2024,5328,Tremon Smith,DB,HOU,6.8,203
2024,5209,Mike Boone,RB,,6.6,114
2024,7531,Feleipe Franks,TE,CAR,6.6,97
2024,11583,Jonathon Brooks,RB,CAR,6.6,114
2024,8389,Akayleb Evans,DB,CAR,6.5,204
2024,4974,Terrell Edmunds,DB,,6.5,204
2024,7053,Daniel Thomas,DB,CLE,6.5,204
2024,7364,Blake Lynch,LB,,6.5,210
2024,6348,Del'Shawn Phillips,LB,LAC,6.5,210
2024,10906,JuJu Brents,DB,MIA,6.5,204
2024,8398,Jermaine Johnson,LB,TEN,6.5,210
2024,8795,D'Anthony Bell,DB,SEA,6.5,204
2024,10215,Jake Haener,QB,,6.4,60
2024,8809,Aaron Shampklin,RB,,6.34,116
2024,8188,Tyquan Thornton,WR,KC,6.3,193
2024,8342,Esezi Otomewo,DL,PIT,6.25,64
2024,6973,J.J. Taylor,RB,,6.2,117
2024,8367,D'Marco Jackson,LB,CHI,6.0,213
2024,11842,Tatum Bethune,LB,SF,6.0,213
2024,9499,Bryce Ford-Wheaton,WR,,6.0,194
2024,3433,Alex Erickson,WR,,5.88,195
2024,3357,Brandon Allen,QB,NYG,5.55,61
2024,11394,Mitchell Agude,LB,,5.5,215
2024,10909,Isaiah Foskey,DL,CIN,5.5,65
2024,8520,Daniel Hardy,LB,CHI,5.5,215
2024,11025,Jalen Graham,DB,SF,5.5,209
2024,11606,Dallin Holker,TE,,5.3,98
2024,7565,Terrace Marshall,WR,MIA,5.3,196
2024,11617,Malachi Corley,WR,CLE,5.1,197
2023,4034,Christian McCaffrey,RB,SF,414.8,1
2023,BAL,Baltimore Ravens,DEF,BAL,410.14,1
2023,4984,Josh Allen,QB,BUF,406.5,1
2023,DAL,Dallas Cowboys,DEF,DAL,372.54,2
2023,6786,CeeDee Lamb,WR,DAL,371.6,1
2023,3321,Tyreek Hill,WR,,366.6,2
2023,CLE,Cleveland Browns,DEF,CLE,366.06,3
2023,BUF,Buffalo Bills,DEF,BUF,366.06,3
2023,NYJ,New York Jets,DEF,NYJ,361.24,5
2023,MIA,Miami Dolphins,DEF,MIA,360.14,6
2023,6904,Jalen Hurts,QB,PHI,354.9,2
2023,3294,Dak Prescott,QB,DAL,342.5,3
2023,4881,Lamar Jackson,QB,BAL,336.8,4
2023,SF,San Francisco 49ers,DEF,SF,336.6,7
2023,KC,Kansas City Chiefs,DEF,KC,334.34,8
2023,PIT,Pittsburgh Steelers,DEF,PIT,323.58,9
2023,8183,Brock Purdy,QB,SF,318.1,5
2023,NO,New Orleans Saints,DEF,NO,314.92,10
2023,HOU,Houston Texans,DEF,HOU,314.5,11
2023,7547,Amon-Ra St. Brown,WR,DET,312.4,3
2023,LV,Las Vegas Raiders,DEF,LV,307.34,12
2023,6804,Jordan Love,QB,GB,303.75,6
2023,TB,Tampa Bay Buccaneers,DEF,TB,301.84,13
2023,JAX,Jacksonville Jaguars,DEF,JAX,301.1,14
2023,NYG,New York Giants,DEF,NYG,294.7,15
2023,DEN,Denver Broncos,DEF,DEN,293.96,16
2023,MIN,Minnesota Vikings,DEF,MIN,291.74,17
2023,IND,Indianapolis Colts,DEF,IND,291.48,18
2023,3163,Jared Goff,QB,DET,290.45,7
2023,8155,Breece Hall,RB,NYJ,289.7,2
2023,7543,Travis Etienne,RB,NO,288.8,3
2023,8150,Kyren Williams,RB,LAR,287.26,4
2023,GB,Green Bay Packers,DEF,GB,284.68,19
2023,2749,Raheem Mostert,RB,,284.6,5
2023,6768,Tua Tagovailoa,QB,ATL,283.2,8
2023,CHI,Chicago Bears,DEF,CHI,282.44,20
2023,4046,Patrick Mahomes,QB,KC,280.85,9
