season,sleeper_id,player_name,position,team,total_pts,pos_rank
2023,6185,Easton Stick,QB,IND,55.95,40
2023,8400,Travis Jones,DL,BAL,55.75,18
2023,2319,DeVante Parker,WR,,55.6,99
2023,10863,A.T. Perry,WR,PIT,55.4,100
2023,1837,Jimmy Garoppolo,QB,,55.35,41
2023,4099,Duke Riley,LB,,55.25,115
2023,2679,Dean Marlowe,DB,,55.0,126
2023,6598,Trenton Irwin,WR,,54.84,101
2023,5046,Royce Freeman,RB,,54.8,63
2023,7568,Brevin Jordan,TE,HOU,54.7,43
2023,9497,Jalin Hyatt,WR,NYG,54.5,102
2023,1339,Zach Ertz,TE,,54.0,44
2023,8225,Daniel Bellinger,TE,TEN,54.0,44
2023,8795,D'Anthony Bell,DB,SEA,53.7,127
2023,3202,Austin Hooper,TE,ATL,53.4,46
2023,1049,Ryan Tannehill,QB,,53.2,42
2023,503,Graham Gano,K,,53.0,33
2023,9224,Chase Brown,RB,CIN,52.76,64
2023,6815,Zack Baun,LB,PHI,52.75,116
2023,6001,Drew Sample,TE,CIN,51.6,47
2023,7561,Elijah Mitchell,RB,PHI,51.4,65
2023,10940,Nick Herbig,LB,PIT,51.0,117
2023,3303,Matthew Judon,LB,,51.0,117
2023,4054,Mo Alie-Cox,TE,IND,50.8,48
2023,10899,Gervon Dexter,DL,CHI,50.25,19
2023,8305,Montaric Brown,DB,JAX,50.0,128
2023,2308,Dante Fowler,LB,SEA,50.0,119
2023,8253,Deven Thompkins,WR,,49.94,103
2023,4191,Matt Milano,LB,,49.9,120
2023,11256,Tyson Bagent,QB,CHI,49.85,43
2023,2352,Eric Rowe,DB,,49.62,129
2023,8117,Jalen Tolbert,WR,MIA,49.1,104
2023,7607,Michael Carter,RB,TEN,48.9,66
2023,10867,Jake Bobo,WR,SEA,48.6,105
2023,8408,Jordan Mason,RB,MIN,48.5,67
2023,7012,Mykal Walker,LB,NYJ,48.25,121
2023,5985,Foster Moreau,TE,HOU,48.2,49
2023,5185,Allen Lazard,WR,,47.8,106
2023,6920,Isaiah Hodgins,WR,NYG,47.4,107
2023,4040,JuJu Smith-Schuster,WR,NYG,46.6,108
2023,6234,Deonte Harty,WR,,46.6,108
2023,8386,Damarri Mathis,DB,CLE,46.5,130
2023,11352,Ronnie Hickman,DB,CLE,46.25,131
2023,4443,Pharaoh Brown,TE,,46.0,50
2023,10963,Jakorian Bennett,DB,PHI,46.0,132
2023,5025,Ronnie Harrison,DB,MIA,45.62,133
2023,4973,Hayden Hurst,TE,,45.6,51
2023,4068,Mike Williams,WR,,45.4,110
2023,5086,Marquez Valdes-Scantling,WR,DAL,45.4,110
2023,10949,Chamarri Conner,DB,KC,45.1,134
2023,6938,Cam Akers,RB,,45.1,68
2023,7224,Sam Franklin,DB,BUF,44.98,135
2023,8168,Skyy Moore,WR,GB,44.9,112
2023,8181,Connor Heyward,TE,LV,44.8,52
2023,1992,Allen Robinson,WR,,44.6,113
2023,10923,Dorian Williams,LB,BUF,44.5,122
2023,5061,Uchenna Nwosu,LB,SEA,44.0,123
2023,4455,Matt Breida,RB,,43.7,69
2023,5674,Andre Chachere,DB,,43.5,136
2023,8358,Josh Paschal,DL,,43.5,20
2023,4314,Johnny Mundt,TE,PHI,43.5,53
2023,4972,Mason Rudolph,QB,PIT,43.45,44
2023,7841,Jamien Sherwood,LB,NYJ,43.0,124
2023,10220,Will Mallory,TE,IND,42.9,54
2023,1535,Cordarrelle Patterson,RB,,42.62,70
2023,8267,Nakobe Dean,LB,LV,42.25,125
2023,5916,Darrell Henderson,RB,,42.1,71
2023,10904,Keion White,DL,SF,42.0,21
2023,5010,Will Dissly,TE,,42.0,55
2023,8392,Nick Cross,DB,WAS,41.95,137
2023,10219,Chris Rodriguez,RB,JAX,41.8,72
2023,8118,David Bell,WR,,41.8,114
2023,4980,Leighton Vander Esch,LB,,41.77,126
2023,7653,Azeez Ojulari,LB,ATL,41.75,127
2023,7049,Jauan Jennings,WR,MIN,41.6,115
2023,8157,Bailey Zappe,QB,NYJ,41.6,45
2023,10226,Andrei Iosivas,WR,CIN,41.6,115
2023,3976,Mitchell Trubisky,QB,TEN,41.6,45
2023,8204,Bo Melton,WR,GB,41.6,115
2023,1366,Duron Harmon,DB,,41.5,138
2023,9757,Kendre Miller,RB,NO,41.4,73
2023,7559,Ihmir Smith-Marsette,WR,ARI,41.38,118
2023,6850,Harrison Bryant,TE,,41.1,56
2023,5938,Lil'Jordan Humphrey,WR,DEN,40.9,119
2023,10974,Antonio Johnson,DB,JAX,40.75,139
2023,5096,Ray-Ray McCloud,WR,,40.72,120
2023,7606,Kadarius Toney,WR,,40.02,121
2023,8525,Mark Robinson,LB,,39.5,128
2023,5843,Devin Bush,LB,CHI,39.5,128
2023,10231,Elijah Higgins,TE,ARI,39.4,57
2023,10932,Garrett Williams,DB,ARI,39.0,140
2023,2445,Adrian Amos,DB,,39.0,140
2023,8763,Trenton Thompson,DB,,38.65,142
2023,11036,Anthony Johnson,DB,CHI,38.52,143
2023,10881,Christian Gonzalez,DB,NE,38.5,144
2023,7016,Jeremy Chinn,DB,LV,38.5,144
2023,6694,D'Ernest Johnson,RB,,38.44,74
2023,6039,Ty Johnson,RB,BUF,38.14,75
2023,10875,Myles Murphy,DL,CIN,38.0,22
2023,4029,Dalvin Cook,RB,,37.9,76
2023,8489,Drew Ogletree,TE,IND,37.8,58
2023,5691,Mike Ford,DB,ATL,37.75,146
2023,5000,Chase Edmonds,RB,,37.7,77
2023,11050,DeMarcco Hellams,DB,ATL,37.5,147
2023,2410,Jamison Crowder,WR,,37.42,122
2023,7807,Nick Niemann,LB,GB,37.1,130
2023,7716,John Bates,TE,WAS,37.1,59
2023,5284,Jeff Wilson,RB,,37.0,78
2023,6126,Irv Smith,TE,,36.7,60
2023,9487,Parker Washington,WR,JAX,36.68,123
2023,6921,Josh Uche,LB,MIA,36.5,131
2023,6800,K'Lavon Chaisson,LB,WAS,36.5,131
2023,6323,Andrew Beck,RB,NYJ,36.46,79
2023,6659,Craig Reynolds,RB,,36.02,80
2023,8282,Delarrin Turner-Yell,DB,,36.0,148
2023,3433,Alex Erickson,WR,,35.6,124
2023,6918,Salvon Ahmed,RB,CHI,35.5,81
2023,10962,Kelee Ringo,DB,PHI,35.5,149
2023,7587,Dyami Brown,WR,WAS,35.4,125
2023,8583,Stone Smartt,TE,PHI,35.4,61
2023,8360,Logan Hall,DL,HOU,35.25,23
2023,8383,Cameron Thomas,DL,ATL,35.05,24
2023,8509,Elijah Hicks,DB,CHI,35.0,150
2023,5955,Hunter Renfrow,WR,,35.0,126
2023,6290,Scotty Miller,WR,CHI,34.72,127
2023,5893,C.J. Gardner-Johnson,DB,BUF,34.5,151
2023,8519,Deane Leonard,DB,LAC,34.5,151
2023,5860,Johnathan Abram,DB,,34.5,151
2023,616,Jimmy Graham,TE,,34.3,62
2023,10221,Ronnie Bell,WR,NO,34.2,128
2023,6271,Olamide Zaccheaus,WR,ATL,34.18,129
2023,2359,Ameer Abdullah,RB,JAX,34.1,82
2023,8316,Micheal Clemons,DL,IND,33.75,25
2023,9490,Tyler Scott,WR,LAR,33.72,130
2023,7836,Tony Fields,LB,CHI,33.5,133
2023,8306,John Ridgeway,DL,NO,33.5,26
2023,10988,Cameron Mitchell,DB,IND,33.5,154
2023,4177,Mack Hollins,WR,NE,33.3,131
2023,6798,Jalen Reagor,WR,MIA,33.24,132
2023,8275,Josh Jobe,DB,SEA,33.0,155
2023,6931,DeeJay Dallas,RB,JAX,32.8,83
2023,5199,Byron Pringle,WR,,32.74,133
2023,9225,Tank Bigsby,RB,PHI,32.66,84
2023,5870,Daniel Jones,QB,IND,32.65,47
2023,8145,Jeremy Ruckert,TE,NYJ,32.5,63
2023,7827,Darrick Forrest,DB,SF,32.5,156
2023,8838,Isaiah Pola-Mao,DB,LV,32.5,156
2023,8397,Juanyeh Thomas,DB,IND,32.5,156
2023,6984,Tony Jones,RB,,32.1,85
2023,8255,Raheem Blackshear,RB,,32.1,85
2023,5920,Will Harris,DB,WAS,32.08,159
2023,7842,Luke Farrell,TE,SF,31.7,64
2023,10444,Cedric Tillman,WR,CLE,31.7,134
2023,8839,Luke Masterson,LB,,31.5,134
2023,8710,Jack Cochrane,LB,KC,31.5,134
2023,6853,Van Jefferson,WR,WAS,31.4,135
2023,8135,Treylon Burks,WR,WAS,31.3,136
2023,5773,KhaDarel Hodge,WR,,30.9,137
2023,5137,Richie James,WR,,30.88,138
2023,1099,Randy Bullock,K,,30.0,34
2023,8351,Drake Jackson,DL,WAS,30.0,27
2023,3502,Romeo Okwara,LB,,30.0,136
2023,947,Julio Jones,WR,,29.8,139
2023,5032,Jordan Akins,TE,,29.7,65
2023,8620,Segun Olubi,LB,LV,29.65,137
2023,4075,Charles Harris,LB,,29.25,138
2023,7064,Darrynton Evans,RB,,29.0,87
2023,10214,Davis Allen,TE,LAR,29.0,66
2023,3192,Artie Burns,DB,,29.0,160
2023,7891,Brock Wright,TE,DET,28.8,67
2023,6927,Quez Watkins,WR,PHI,28.14,140
2023,6963,Patrick Taylor,RB,SF,28.1,88
2023,7617,Matt Ammendola,K,,28.0,35
2023,6847,Devin Duvernay,WR,ARI,27.86,141
2023,10924,Zacch Pickens,DL,NYG,27.75,28
2023,2446,MyCole Pruitt,TE,,27.6,68
2023,5055,M.J. Stewart,DB,HOU,27.5,161
2023,10929,Drew Sanders,LB,DEN,27.5,139
2023,4988,Nick Chubb,RB,,27.5,89
2023,1205,Rodney McLeod,DB,,27.5,161
2023,3166,Myles Jack,LB,,27.5,139
2023,2750,DeAndre Carter,WR,,27.36,142
2023,10871,Luke Schoonmaker,TE,DAL,27.2,69
2023,10212,Josh Whyle,TE,GB,27.0,70
2023,8319,DeMarvin Leal,DL,,27.0,29
2023,8223,Velus Jones,WR,SEA,26.9,143
2023,10228,Charlie Jones,WR,CIN,26.62,144
2023,3161,Carson Wentz,QB,MIN,26.05,48
2023,7188,Tyler Hall,DB,,26.0,163
2023,8295,Zach Carter,DL,ARI,26.0,30
2023,8496,Theo Jackson,DB,MIN,26.0,163
2023,6970,Stephen Sullivan,TE,,25.8,71
2023,6824,Donovan Peoples-Jones,WR,,25.56,145
2023,10926,Marte Mapu,DB,HOU,25.5,165
2023,5880,Parris Campbell,WR,,25.04,146
2023,6941,Troy Dye,LB,LAC,25.0,141
2023,3257,Jacoby Brissett,QB,ARI,24.9,49
2023,8249,Lucas Krull,TE,DEN,24.7,72
2023,11210,Malik Heath,WR,ATL,24.54,147
2023,4197,Isaiah McKenzie,WR,,24.54,147
2023,6348,Del'Shawn Phillips,LB,LAC,24.5,142
2023,10877,Mazi Smith,DL,NYJ,24.5,31
2023,8127,Charlie Kolar,TE,LAC,24.5,73
2023,829,Andy Dalton,QB,PHI,24.25,50
2023,4602,Robert Tonyan,TE,PIT,24.1,74
2023,5340,Andre Smith,LB,,24.0,143
2023,6851,Julian Okwara,LB,CLE,24.0,143
2023,8293,Coby Bryant,DB,CHI,24.0,166
2023,5230,Michael Badgley,K,,24.0,36
2023,6076,Justin Hollins,LB,,24.0,143
2023,5854,Drew Lock,QB,SEA,23.95,51
2023,8214,Cole Turner,TE,MIA,23.9,75
2023,6144,Trayveon Williams,RB,,23.8,90
2023,8414,Britain Covey,WR,PHI,23.6,149
2023,8171,Kyle Philips,WR,,23.54,150
2023,6610,Demetrius Flannigan-Fowles,LB,BUF,23.5,146
2023,6928,Kindle Vildor,DB,NE,23.5,167
2023,6814,Laviska Shenault,WR,,23.38,151
2023,59,Mason Crosby,K,,23.0,37
2023,7565,Terrace Marshall,WR,MIA,23.0,152
2023,7036,Terrell Burgess,DB,NO,23.0,168
2023,6136,Jarrett Stidham,QB,DEN,22.8,52
2023,8147,John Metchie,WR,CAR,22.7,153
2023,7970,Ar'Darius Washington,DB,NYG,22.5,169
2023,8331,Otito Ogbonnia,DL,DAL,22.5,32
2023,8174,Kevin Harris,RB,,22.4,91
2023,5122,Boston Scott,RB,,22.2,92
2023,7593,Trey Sermon,RB,,22.0,93
2023,3272,Miles Killebrew,DB,TB,22.0,170
2023,8334,Malcolm Rodriguez,LB,DET,22.0,147
2023,7083,Tyler Huntley,QB,BAL,21.95,53
2023,1216,Justin Bethel,DB,,21.75,171
2023,5890,Damien Harris,RB,,21.74,94
2023,3423,Robbie Chosen,WR,,21.7,154
2023,4854,River Cracraft,WR,,21.7,154
2023,5917,Mecole Hardman,WR,BUF,21.3,156
2023,8188,Tyquan Thornton,WR,KC,21.2,157
2023,6909,Lynn Bowden,WR,,21.08,158
2023,7815,K.J. Britt,LB,NE,21.0,148
2023,7051,Grayland Arnold,DB,,21.0,172
2023,2460,C.J. Uzomah,TE,,21.0,76
2023,8195,Ronnie Rivers,RB,LAR,20.94,95
2023,4163,Jalen Reeves-Maybin,LB,,20.55,149
2023,2320,Melvin Gordon,RB,,20.5,96
2023,10873,Nolan Smith,LB,PHI,20.5,150
2023,8003,Dicaprio Bootle,DB,,20.5,173
2023,6867,Malik Harrison,LB,PIT,20.5,150
2023,4274,David Moore,WR,CAR,20.4,159
2023,2545,Geoff Swaim,TE,,20.4,77
2023,8262,DJ Davidson,DL,WAS,20.25,33
2023,7709,Rashad Weaver,LB,,20.0,152
2023,8327,Amare Barno,DL,,20.0,34
2023,4413,Eric Wilson,LB,MIN,20.0,152
2023,7921,Christian Elliss,LB,NE,20.0,152
2023,8388,Troy Andersen,LB,ATL,19.75,155
2023,11027,Alex Austin,DB,MIA,19.5,174
2023,4943,Sam Darnold,QB,SEA,19.35,54
2023,8153,Isaiah Spiller,RB,,19.1,97
2023,10958,Dylan Horton,DL,HOU,19.0,35
2023,5154,Trent Sherfield,WR,BUF,19.0,160
2023,6421,Jalen Guyton,WR,,18.9,161
2023,1141,Melvin Ingram,LB,,18.75,156
2023,6860,Akeem Davis-Gaither,LB,IND,18.5,157
2023,6886,Chase Claypool,WR,,18.4,162
2023,8296,Kaiir Elam,DB,KC,18.0,175
2023,6353,Troy Reeder,LB,,18.0,158
2023,7683,Monty Rice,LB,,18.0,158
2023,11315,Cam Jones,LB,NYG,18.0,158
2023,878,Justin Houston,DL,,17.75,36
2023,4127,C.J. Beathard,QB,,17.65,55
2023,10218,Xavier Hutchinson,WR,HOU,17.6,163
2023,7688,Ronnie Perkins,LB,,17.5,161
2023,2399,Ty Montgomery,RB,,17.46,98
2023,5424,Tony Brown,DB,,17.35,176
2023,10935,Trenton Simpson,LB,BAL,17.25,162
2023,7720,Kene Nwangwu,RB,NYJ,17.0,99
2023,5883,Lonnie Johnson,DB,MIA,17.0,177
2023,7757,Ben Skowronek,WR,PIT,16.9,164
2023,8391,Dominique Robinson,DL,HOU,16.75,37
2023,8013,Tim Jones,WR,JAX,16.7,165
2023,5534,Elijah Campbell,DB,NYG,16.5,178
2023,9480,Brenton Strange,TE,JAX,16.5,78
2023,8274,LaBryan Ray,DL,CAR,16.5,38
2023,7406,Elijah Riley,DB,,16.5,178
2023,3200,Sterling Shepard,WR,,16.3,166
2023,10957,Adetomiwa Adebawore,DL,IND,16.25,39
2023,11003,Amari Burney,LB,,16.0,163
2023,11429,Kaevon Merriweather,DB,HOU,16.0,180
2023,8207,Tyler Goodson,RB,ATL,15.8,100
2023,9227,Israel Abanikanda,RB,DAL,15.54,101
2023,10943,Isaiah McGuire,DL,CLE,15.5,40
2023,8869,J.J. Russell,LB,,15.5,164
2023,8287,David Ojabo,DL,MIA,15.5,40
2023,11454,Otis Reese,LB,NE,15.5,164
2023,7746,Austin Trammell,WR,JAX,15.36,167
2023,7050,Josiah Deguara,TE,,15.2,79
2023,11311,Jason Brownlee,WR,KC,15.1,168
2023,8221,Keaontay Ingram,RB,,15.1,102
2023,8371,Chad Muma,LB,NE,15.0,166
2023,8328,Nephi Sewell,LB,CHI,15.0,166
2023,6894,Mitchell Wilcox,TE,,14.7,80
2023,6699,Gunner Olszewski,WR,NYG,14.6,169
2023,10223,Eric Gray,RB,NYG,14.54,103
2023,8297,Jeremiah Moon,LB,,14.5,168
2023,2287,Adrian Phillips,DB,,14.5,181
2023,1367,Logan Ryan,DB,,14.5,181
2023,6216,Ugo Amadi,DB,,14.5,181
2023,6908,La'Mical Perine,RB,,14.4,104
2023,9479,Darnell Washington,TE,PIT,14.4,81
2023,7536,Quintin Morris,TE,JAX,14.4,81
2023,6289,Duke Shelley,DB,,14.22,184
2023,928,Randall Cobb,WR,,13.9,170
2023,9505,Deuce Vaughn,RB,,13.86,105
2023,6926,Brycen Hopkins,TE,,13.8,83
2023,11435,Emanuel Wilson,RB,SEA,13.8,106
2023,7106,Lawrence Cager,TE,WAS,13.7,84
2023,7595,Tylan Wallace,WR,CLE,13.62,171
2023,7585,Davis Mills,QB,HOU,13.55,56
2023,3268,Eric Murray,DB,JAX,13.5,185
2023,11370,Chris Brooks,RB,GB,13.5,107
2023,10938,D.J. Johnson,LB,WAS,13.0,169
2023,7451,Cam Gill,LB,CAR,13.0,169
2023,10862,Dorian Thompson-Robinson,QB,,13.0,57
2023,8683,Joey Blount,DB,ARI,13.0,186
2023,8300,Andrew Booth,DB,,13.0,186
2023,111,Marcedes Lewis,TE,,13.0,85
2023,2549,Trevor Siemian,QB,ATL,12.9,58
2023,4718,Dare Ogunbowale,RB,,12.9,108
2023,6453,D.J. Montgomery,WR,,12.8,172
2023,11082,Ben Sims,TE,MIA,12.7,86
2023,1346,Marquise Goodwin,WR,,12.5,173
2023,10969,Owen Pappoe,LB,ARI,12.5,171
2023,10986,Jammie Robinson,DB,ATL,12.5,188
2023,10914,Daiyan Henley,LB,LAC,12.5,171
2023,8235,Samori Toure,WR,PHI,12.5,173
2023,5209,Mike Boone,RB,,12.24,109
2023,10980,SirVocea Dennis,LB,TB,12.0,173
2023,10227,Payne Durham,TE,TB,11.8,87
2023,5134,Keith Kirkwood,WR,,11.7,175
2023,1034,Brandon Bolden,RB,,11.5,110
2023,10909,Isaiah Foskey,DL,CIN,11.5,42
2023,6806,J.K. Dobbins,RB,DEN,11.3,111
2023,5220,Godwin Igwebuike,RB,,11.28,112
2023,8367,D'Marco Jackson,LB,CHI,11.2,174
2023,2422,Blake Bell,TE,,11.1,88
2023,7529,Gary Brightwell,RB,CIN,11.0,113
2023,11258,Jalen Harris,DL,,11.0,43
2023,8615,Tayler Hawkins,DB,,11.0,189
2023,3362,Jeff Driskel,QB,,10.7,59
2023,4995,Ian Thomas,TE,LV,10.6,89
2023,7120,Trevis Gipson,LB,CAR,10.5,175
2023,8532,Mike Brown,DB,NE,10.5,190
2023,8197,Peyton Hendershot,TE,,10.5,90
2023,5345,Matthew Adams,LB,,10.5,175
2023,8322,Jesse Luketa,LB,NE,10.5,175
2023,11514,Isaiah Land,LB,DAL,10.5,175
2023,7776,Israel Mukuamu,DB,,10.43,191
2023,1565,Cody Davis,DB,,10.03,192
2023,2330,Shaq Thompson,LB,,10.0,179
2023,8291,Myjai Sanders,DL,,10.0,44
2023,11290,Alex Cook,DB,,10.0,193
2023,7750,Grant Stuard,LB,LAR,10.0,179
2023,7946,Jack Stoll,TE,CLE,9.8,91
2023,7612,Dee Eskridge,WR,,9.66,176
2023,2307,Marcus Mariota,QB,WAS,9.6,60
2023,8349,Jake Hansen,LB,HOU,9.5,181
2023,11017,Dee Winters,LB,DAL,9.5,181
2023,6307,Jordan Kunaszyk,LB,,9.5,181
2023,8359,Marcus Jones,DB,NE,9.34,194
2023,5161,Ezekiel Turner,LB,,9.3,184
2023,11371,Julian Hill,TE,NE,9.2,92
2023,8177,Grant Calcaterra,TE,PHI,9.0,93
2023,10966,Robert Beal,LB,MIA,9.0,185
2023,8284,Vincent Gray,DB,,9.0,195
2023,8288,Christopher Hinton,DL,,9.0,45
2023,8273,Phidarian Mathis,DL,BUF,9.0,45
2023,11096,TK McLendon,DL,,9.0,45
2023,11034,Jalen Brooks,WR,ARI,8.8,177
2023,6402,Steven Sims,WR,,8.7,178
2023,2306,Jameis Winston,QB,NYG,8.7,61
2023,4335,P.J. Walker,QB,,8.6,62
2023,2381,Chris Conley,WR,,8.6,179
2023,3284,Deon Bush,DB,,8.5,196
2023,7721,Chris Rumph,LB,NO,8.5,186
2023,1242,Bruce Irvin,LB,,8.5,186
2023,11035,Jordon Riley,DL,GB,8.5,48
2023,4978,Rashaan Evans,LB,,8.5,186
2023,7936,Amen Ogbongbemiga,LB,,8.5,186
2023,6222,Ka'dar Hollman,DB,,8.5,196
2023,6878,Anthony McFarland,RB,,8.46,114
2023,5323,Equanimeous St. Brown,WR,,8.2,180
2023,9495,Rakim Jarrett,WR,,8.2,180
2023,11150,Quindell Johnson,DB,,8.0,198
2023,7844,Sam Kamara,LB,CLE,8.0,190
2023,7821,Garret Wallow,LB,SF,8.0,190
2023,8140,Justyn Ross,WR,,7.7,182
2023,6885,Ke'Shawn Vaughn,RB,,7.6,115
2023,6960,Tyler Johnson,WR,DAL,7.6,183
2023,8733,Jake Hummel,LB,HOU,7.5,192
2023,8375,Kalia Davis,DL,CLE,7.5,49
2023,11273,Ben VanSumeren,LB,BUF,7.5,192
2023,10984,Noah Sewell,LB,CHI,7.5,192
2023,8313,JT Woods,DB,,7.5,199
2023,1833,Damien Williams,RB,,7.4,116
2023,7812,Simi Fehoko,WR,ARI,7.3,184
2023,8484,Ko Kieft,TE,TB,7.1,94
2023,7957,Jon Rhattigan,LB,CHI,7.0,195
2023,8542,Tristin McCollum,DB,LV,7.0,200
2023,7989,DJ Turner,WR,,7.0,185
2023,6957,James Proche,WR,,6.64,186
2023,871,Von Miller,LB,,6.5,196
2023,8635,Chandler Wooten,LB,,6.5,196
2023,3605,Matthias Farley,DB,,6.5,201
2023,7075,Charlie Woerner,TE,ATL,6.4,95
2023,11433,Nate Adkins,TE,DEN,6.3,96
2023,8172,Greg Dulcich,TE,MIA,6.2,97
2023,8227,Teagan Quitoriano,TE,ARI,6.1,98
2023,10925,Byron Young,DL,PHI,6.0,50
2023,11040,Jason Taylor,DB,,6.0,202
2023,10973,Nick Hampton,LB,CAR,6.0,198
2023,3969,Leonard Fournette,RB,,5.88,117
2023,6032,Keelan Doss,WR,,5.7,187
2023,9506,Sean Tucker,RB,TB,5.5,118
2023,10990,Darius Rush,DB,WAS,5.5,203
2023,5830,Sam Eguavoen,LB,,5.5,199
2023,8578,Raheem Layne,DB,NYG,5.5,203
2023,8298,Mario Goodrich,DB,,5.5,203
2023,3048,Chris Manhertz,TE,NYG,5.44,99
2023,4218,Trent Taylor,WR,,5.42,188
2023,7944,Michael Strachan,WR,,5.4,189
2023,4985,Rashaad Penny,RB,,5.3,119
2023,8170,James Mitchell,TE,CAR,5.1,100
2023,7597,Kenny Yeboah,TE,ARI,5.1,100
2023,11139,Elijah Cooks,WR,,5.0,190
2023,7436,Mason Kinsey,WR,TEN,5.0,190
